ic_id,ic_second_id,ngc_id,messier_id,object_name,object_type_abrev,object_type,ra_hour,ra_minute,dec_sign,dec_deg,dec_minute,constellation,major_axis,minor_axis,position_angle,b_mag,v_mag,j_mag,h_mag,k_mag,surface_brightness,ned_notes
,,NGC643,,,OCl,Open Cluster,1,35.01666667,+,75,33.41666667,Hydrus,2.2,2.2,,,,12.97,12.29,11.99,,In the Small Magellanic Cloud.
,,NGC1175,,,G,Galaxy,3,4.533333333,+,42,20.35833333,Perseus,1.76,0.55,154,13.8,,10.27,9.56,9.24,23.71,
,,NGC643B,,,G,Galaxy,1,39.21666667,+,75,0.6666666667,Hydrus,1.75,0.47,116,14.61,,11.3,10.49,10.1,24.39,
,,NGC1178,,,*,Star,3,4.65,+,42,18.80833333,Perseus,,,,15.3,,12.08,11.49,11.37,,
,,NGC644,,,G,Galaxy,1,38.88333333,+,42,35.11666667,Phoenix,1.3,0.68,154,14.79,,12,11.36,10.97,23.45,
,,NGC1180,,,G,Galaxy,3,1.85,+,15,1.783333333,Eridanus,0.66,0.4,8,15.48,,12.34,11.58,11.4,23.7,
,,NGC645,,,G,Galaxy,1,40.15,+,5,43.60166667,Pisces,2.29,0.68,120,13.8,,11.02,10.52,10.17,23.42,
,,NGC1182,,,G,Galaxy,3,3.466666667,+,9,40.21666667,Eridanus,0.82,0.39,116,14.96,,12.52,11.76,11.47,22.8,
,,NGC646,,,GPair,Galaxy Pair,1,37.43333333,+,64,53.78333333,Hydrus,1.51,1.02,121,14.37,,,,,,
,,NGC1189,,,G,Galaxy,3,3.4,+,15,37.41666667,Eridanus,1.42,0.47,179,13.8,,,,,22.96,
,,NGC651,,,Dup,Galaxy,1,42.33333333,+,51,34.52833333,Perseus,,,,,,,,,,
,,NGC1190,,,G,Galaxy,3,3.433333333,+,15,39.71666667,Eridanus,0.76,0.29,98,15.32,,11.86,11.22,11.15,23.24,Position in 1997ApJS..110....1D is 5 arcsec southeast of the nucleus.
,,NGC652,,,G,Galaxy,1,40.71666667,+,7,58.975,Pisces,0.94,0.51,52,14.7,,11.99,11.31,11.07,23.14,
,,NGC1194,,,G,Galaxy,3,3.816666667,+,1,6.233333333,Cetus,1.55,0.77,139,15.29,14.18,10.75,10.19,9.76,23.5,
,,NGC658,,,G,Galaxy,1,42.16666667,+,12,36.11333333,Pisces,1.48,0.89,21,13.6,,10.79,10.1,9.75,22.55,
,,NGC1196,,,G,Galaxy,3,3.583333333,+,12,4.583333333,Eridanus,1.54,1.41,100,14,,10.63,9.95,9.62,23.81,
,,NGC662,,,G,Galaxy,1,44.58333333,+,37,41.74666667,Andromeda,0.81,0.55,13,14.45,13.84,11.85,11.17,10.8,22.62,
,,NGC1199,,,G,Galaxy,3,3.633333333,+,15,36.8,Eridanus,2.83,2.32,48,13.99,12.97,9.59,8.86,8.56,23.51,
,,NGC664,,,G,Galaxy,1,43.76666667,+,4,13.37333333,Pisces,1.19,0.93,70,13.9,,11.29,10.59,10.3,22.82,
,,NGC1200,,,G,Galaxy,3,3.9,+,11,59.51666667,Eridanus,2.91,1.88,84,13,,9.57,8.85,8.58,24.65,
,,NGC673,,,G,Galaxy,1,48.36666667,+,11,31.27833333,Aries,1.77,1.3,1,13.3,,10.54,9.82,9.58,22.94,
,,NGC1201,,,G,Galaxy,3,4.133333333,+,26,4.183333333,Fornax,3.41,1.96,8,11.78,10.64,8.55,7.88,7.68,23.08,
,,NGC674,,,G,Galaxy,1,51.3,+,22,21.47833333,Aries,3.81,1.26,105,12.7,,9.52,8.81,8.49,23.54,
,,NGC1203A,,,G,Galaxy,3,5.233333333,+,14,22.86666667,Eridanus,0.83,0.42,15,15,,11.36,10.42,10.53,23.71,
,,NGC675,,,G,Galaxy,1,49.15,+,13,3.593333333,Aries,1.04,0.44,101,15.5,,11.99,11.2,10.91,23.88,Multiple SDSS entries describe this object.
,,NGC1203B,,,G,Galaxy,3,5.233333333,+,14,22.66666667,Eridanus,0.58,0.58,6,16,,,,,,
,,NGC676,,,G,Galaxy,1,48.95,+,5,54.45166667,Pisces,2.75,0.69,173,,12,,,,21.29,
,,NGC1204,,,G,Galaxy,3,4.666666667,+,12,20.48333333,Eridanus,1.52,0.54,62,15,,10.99,10.24,9.95,23.67,
,,NGC680,,,G,Galaxy,1,49.78333333,+,21,58.25166667,Aries,1.69,1.56,160,13,,9.71,9,8.73,22.92,
,,NGC1206,,,G,Galaxy,3,6.166666667,+,8,49.98333333,Eridanus,0.75,0.65,42,15.59,,11.83,11.21,10.84,23.91,
,,NGC681,,,G,Galaxy,1,49.18333333,+,10,25.58333333,Cetus,2.47,1.77,66,12.5,,9.63,8.98,8.65,23.27,Confused HIPASS source
,,NGC1207,,,G,Galaxy,3,8.25,+,38,22.93,Perseus,1.68,1.18,131,13.7,,10.57,9.8,9.48,23.28,
,IC165,NGC684,,,G,Galaxy,1,50.23333333,+,27,38.74,Triangulum,2.95,0.82,90,13.2,,9.88,9.09,8.79,23.55,The UZC position is 14 arcsec off the nucleus.
,,NGC1208,,,G,Galaxy,3,6.2,+,9,32.48333333,Eridanus,2.19,1.24,73,14,,9.7,8.99,8.7,23.63,
,,NGC688,,,G,Galaxy,1,50.73333333,+,35,17.07166667,Triangulum,0.89,0.38,153,13.3,,11.15,10.49,10.25,21.25,
,,NGC1214,,,G,Galaxy,3,6.933333333,+,9,32.65,Eridanus,1.58,0.42,42,15.13,,10.89,10.15,9.82,24.58,
,,NGC689,,,G,Galaxy,1,49.86666667,+,27,28,Fornax,1.07,0.66,70,14.56,,11.35,10.59,10.27,23.08,
,,NGC1219,,,G,Galaxy,3,8.466666667,+,2,6.515,Cetus,1.18,1.04,42,13.5,,10.82,10.12,9.85,22.8,
,,NGC703,,,G,Galaxy,1,52.66666667,+,36,10.285,Andromeda,0.99,0.69,48,14.5,,10.95,10.13,9.88,23.05,
,,NGC1221,,,G,Galaxy,3,8.266666667,+,4,15.56666667,Eridanus,1.46,0.53,168,15,,11.05,10.36,10.13,24.01,
,,NGC706,,,G,Galaxy,1,51.85,+,6,17.81333333,Pisces,1.29,1.06,153,13.2,12.5,10.5,9.82,9.52,22.35,
,,NGC1227,,,G,Galaxy,3,11.13333333,+,35,19.49166667,Perseus,0.66,0.44,77,15.7,,12.01,11.14,10.97,23.48,
,,NGC707,,,G,Galaxy,1,51.45,+,8,30.31666667,Cetus,1.31,0.73,82,14,,11.29,10.59,10.4,23.89,
,,NGC1228,,,G,Galaxy,3,8.2,+,22,55.36666667,Eridanus,1.52,0.71,77,14.21,,11.44,10.84,10.59,23.92,
,,NGC709,,,G,Galaxy,1,52.85,+,36,13.40666667,Andromeda,0.72,0.36,128,15.2,,12.08,11.34,11.07,23.24,
,,NGC1235,,,Dup,Galaxy,3,12.55,+,39,19.135,Perseus,,,,,,,,,,
,IC1743,NGC716,,,G,Galaxy,1,53,+,12,42.50833333,Aries,1.31,0.52,59,14,,10.71,9.95,9.68,22.94,
,,NGC1237,,,**,Double star,3,10.15,+,8,41.53333333,Eridanus,,,,,,,,,,
,,NGC723,,,G,Galaxy,1,53.76666667,+,23,45.46666667,Cetus,1.34,1.04,135,13.25,,11.11,10.54,10.3,22.65,
,,NGC1240,,,**,Double star,3,13.45,+,30,30.43,Aries,,,,,,,,,,
,,NGC4151,,,G,Galaxy,12,10.55,+,39,24.34333333,Canes Venatici,2.88,2.21,50,12.18,11.48,8.5,7.79,7.38,22.23,
,,NGC724,,,Dup,Galaxy,1,53.76666667,+,23,45.46666667,Cetus,,,,,,,,,,
,,NGC1254,,,G,Galaxy,3,14.4,+,2,40.64166667,Cetus,0.98,0.77,12,15.5,,11.06,10.39,10.1,23.93,
,,NGC4152,,,G,Galaxy,12,10.63333333,+,16,1.975,Coma Berenices,1.36,0.89,138,14,13.35,10.54,9.88,9.63,21.91,
,,NGC727,,,G,Galaxy,1,53.81666667,+,35,51.36666667,Fornax,1.18,0.62,74,14.95,,11.85,11.07,10.93,23.56,
,,NGC1260,,,G,Galaxy,3,17.45,+,41,24.31333333,Perseus,1.29,0.5,86,14.2,,10.78,10.05,9.73,23.42,
,,NGC4160,,,**,Double star,12,12.03333333,+,43,44.135,Canes Venatici,,,,,,,,,,Identification as NGC 4160 is uncertain.
,,NGC730,,,*,Star,1,55.3,+,5,38.18333333,Pisces,,,,,,,,,,
,,NGC1261,,,GCl,Globular Cluster,3,12.25,+,55,13.01666667,Horologium,5.1,,,9.79,8.63,,,,,The 2MASS position is 10.5 arcsec southeast of the core.
,,NGC4161,,,G,Galaxy,12,11.55,+,57,44.25,Ursa Major,1.06,0.68,51,13.7,,11,10.3,10.16,22.42,
,,NGC731,,,G,Galaxy,1,54.93333333,+,9,0.65,Cetus,1.7,1.5,156,13.46,,10.07,9.42,9.19,23.09,
,,NGC1265,,,G,Galaxy,3,18.26666667,+,41,51.465,Perseus,1.9,1.63,165,14.7,,,,,23.3,Star superposed just southeast of the nucleus.
,,NGC4166,,,G,Galaxy,12,12.16666667,+,17,45.42166667,Coma Berenices,1.05,0.52,34,14.3,,10.85,10.16,9.9,23.01,
,,NGC736,,,G,Galaxy,1,56.68333333,+,33,2.61,Triangulum,1.83,1.64,130,13.6,,10.06,9.36,9.07,23.34,
,,NGC1267,,,G,Galaxy,3,18.75,+,41,28.06333333,Perseus,1.12,0.86,57,15.4,,10.58,9.83,9.6,23.2,
,,NGC4168,,,G,Galaxy,12,12.28333333,+,13,12.31166667,Virgo,2.92,2.28,121,12.11,11.18,9.36,8.69,8.44,23.21,The 2MASS peak is 6 arcsec northwest of the optical nucleus.
,,NGC739,,,G,Galaxy,1,56.91666667,+,33,16.00166667,Triangulum,0.81,0.52,133,14.8,,12.03,11.38,11,23.31,The identification as NGC 739 is certain.
,,NGC1272,,,G,Galaxy,3,19.35,+,41,29.43833333,Perseus,2.55,1.25,76,14.5,13.66,9.67,9,8.69,23.81,
,IC3042,NGC4178,,,G,Galaxy,12,12.76666667,+,10,51.95833333,Virgo,4.66,1.24,32,12.9,,9.89,9.37,9.58,22.87,
,,NGC740,,,G,Galaxy,1,56.91666667,+,33,0.91,Triangulum,1.57,0.34,138,14.9,,11.88,11.06,10.88,23.55,
,,NGC1273,,,G,Galaxy,3,19.45,+,41,32.43166667,Perseus,0.89,0.7,135,14.7,14.2,10.84,10.14,9.83,,
,,NGC4180,,,G,Galaxy,12,13.05,+,7,2.336666667,Virgo,1.45,0.49,21,13.2,,10.15,9.44,9.11,22.13,Identification as NGC 4182 is not certain.
,,NGC745 NED01,,,G,Galaxy,1,54.13333333,+,56,41.61666667,Eridanus,1.75,1.11,36,14.06,,10.63,9.96,9.63,23.87,
,,NGC1274,,,G,Galaxy,3,19.68333333,+,41,32.91833333,Perseus,0.78,0.49,44,15.1,,11.52,10.81,10.5,23.41,CGCG claims NGC 1274 = IC 1907. See CGCG 0316.3+4124. NED follows MCG.
,,NGC4181,,,G,Galaxy,12,12.81666667,+,52,54.19833333,Ursa Major,1.12,0.77,8,15.2,,11.8,11.05,10.91,23.92,
,,NGC746,,,G,Galaxy,1,57.85,+,44,55.115,Andromeda,1.82,1.29,86,13.8,,11.49,10.94,10.75,23.43,
,,NGC1275,,Perseus A,G,Galaxy,3,19.8,+,41,30.70166667,Perseus,2.16,1.45,110,13.1,12.48,9.15,8.49,8.13,23,
,,NGC4184,,,OCl,Open Cluster,12,13.55,+,62,43.28333333,Crux,,,,,,,,,,
,,NGC748,,,G,Galaxy,1,56.36666667,+,4,28.06666667,Cetus,2.56,1.02,146,12,,10.59,9.88,9.66,23.54,
,,NGC1276,,,**,Double star,3,19.85,+,41,38.51833333,Perseus,,,,,,,,,,
,,NGC4186,,,G,Galaxy,12,14.11666667,+,14,43.54833333,Coma Berenices,1.02,0.79,57,14.65,,11.64,10.96,10.56,23.14,
,,NGC754,,,G,Galaxy,1,54.35,+,56,45.66666667,Eridanus,0.61,0.57,80,15.24,,12.15,11.52,11.34,23.04,
,,NGC1280,,,G,Galaxy,3,17.95,+,0,10.15,Cetus,0.92,0.69,62,13.9,,11.31,10.65,10.31,22.42,
,,NGC4191,,,G,Galaxy,12,13.83333333,+,7,12.05333333,Virgo,1.52,1.23,3,13.9,,10.74,10.11,9.87,23.21,
,,NGC758,,,G,Galaxy,1,55.7,+,3,3.983333333,Cetus,0.77,0.61,95,15.13,,11.77,11.09,10.72,23.52,
,,NGC1282,,,G,Galaxy,3,20.2,+,41,22.02,Perseus,1.39,1.07,27,14.3,,10.65,9.9,9.67,23.45,
,,NGC4192,M98,,G,Galaxy,12,13.8,+,14,54.02,Coma Berenices,11.04,2.66,152,10.95,10.14,7.82,7.1,6.89,23.89,
,,NGC760,,,**,Double star,1,57.78333333,+,33,21.32333333,Triangulum,,,,14.5,,,,,,
,,NGC1286,,,G,Galaxy,3,17.81666667,+,7,37.01666667,Eridanus,0.98,0.79,154,15,,11.26,10.51,10.22,23.33,
,IC3051,NGC4193,,,G,Galaxy,12,13.9,+,13,10.37166667,Virgo,2.23,0.99,90,13.18,12.31,10.31,9.51,9.33,22.97,
,,NGC764,,,**,Double star,1,57.05,+,16,3.75,Cetus,,,,,,,,,,Identification as NGC 0764 is uncertain.
,,NGC1287,,,G,Galaxy,3,18.55,+,2,43.85,Eridanus,0.76,0.68,40,15,,11.74,10.97,10.67,22.89,
,,NGC4196,,,G,Galaxy,12,14.5,+,28,25.40666667,Coma Berenices,1.14,0.81,59,13.7,,10.79,10.11,9.86,22.8,
,,NGC766,,,G,Galaxy,1,58.7,+,8,20.79833333,Pisces,1.81,1.11,27,14.4,,10.7,9.95,9.76,24.41,
,,NGC1292,,,G,Galaxy,3,18.25,+,27,36.61666667,Fornax,2.93,1.2,9,12.75,,10.13,9.36,9.4,23.17,
,,NGC4199B,,,G,Galaxy,12,14.86666667,+,59,54.50333333,Ursa Major,0.85,0.41,83,17,,,,,24.58,
,,NGC770,,,G,Galaxy,1,59.23333333,+,18,57.28,Aries,0.91,0.62,15,13.91,13.49,11.23,10.48,10.28,22.89,
,,NGC1296,,,G,Galaxy,3,18.83333333,+,13,3.75,Eridanus,0.9,0.45,2,14.52,,11.85,11.1,10.69,23.23,
,,NGC4200,,,G,Galaxy,12,14.73333333,+,12,10.845,Virgo,1.43,0.86,97,14.1,,11.15,10.51,10.23,23.35,
,,NGC774,,,G,Galaxy,1,59.58333333,+,14,0.4916666667,Aries,1.28,1.06,164,13.97,,10.74,10.08,9.8,23.47,
,,NGC1298,,,G,Galaxy,3,20.21666667,+,2,6.85,Eridanus,1.04,0.92,68,14.2,,10.84,10.07,9.85,23.84,UGC misprints name as 'MCG +00-08-062'.
,,NGC4204,,,G,Galaxy,12,15.23333333,+,20,39.515,Coma Berenices,4.06,4.06,120,14.3,,12.26,12.36,11.84,24.67,
,,NGC777,,,G,Galaxy,2,0.25,+,31,25.775,Triangulum,2.75,2.06,148,12.49,11.45,9.39,8.67,8.37,23.56,
,,NGC1302,,,G,Galaxy,3,19.85,+,26,3.633333333,Fornax,4.27,3.9,170,11.43,,8.72,8.03,7.83,23.46,Confused HIPASS source
,,NGC4207,,,G,Galaxy,12,15.51666667,+,9,35.09333333,Virgo,1.5,0.77,122,13.7,,10.49,9.76,9.44,22.45,
,,NGC780,,,G,Galaxy,2,0.5833333333,+,28,13.50833333,Triangulum,1.65,0.81,171,14.6,,11.13,10.37,10.16,23.86,
,,NGC1306,,,G,Galaxy,3,21.05,+,25,30.75,Fornax,1.1,0.64,159,13.62,,11.64,11.03,10.69,22.51,
,,NGC4208,,,G,Galaxy,12,15.65,+,13,54.09,Coma Berenices,2.8,1.69,74,11.9,,9.32,8.62,8.38,22.34,
,,NGC782,,,G,Galaxy,1,57.66666667,+,57,47.41666667,Eridanus,2.45,2.03,41,12.63,,10.11,9.44,9.15,23.16,
,,NGC1309,,,G,Galaxy,3,22.11666667,+,15,24,Eridanus,2.39,2.24,175,12.08,,10.06,9.38,9.1,22.54,Confused HIPASS source
,,NGC4211A,,,G,Galaxy,12,15.61666667,+,28,10.17833333,Coma Berenices,0.44,0.29,157,15,,12.48,11.79,11.59,22.93,
,IC1765,NGC783,,,G,Galaxy,2,1.116666667,+,31,52.94833333,Triangulum,1.38,0.75,63,12.84,,10.59,9.83,9.68,22,
,,NGC1310,,,G,Galaxy,3,21.05,+,37,6.1,Fornax,2.11,1.58,98,12.98,12.08,10.77,10.19,9.94,22.69,FCC position is incorrect.
,,NGC4213,,,G,Galaxy,12,15.63333333,+,23,58.91333333,Coma Berenices,1.57,1.1,67,14.3,,10.6,9.94,9.61,23.35,
,IC1766,NGC785,,,G,Galaxy,2,1.666666667,+,31,49.59,Triangulum,1.6,0.9,77,13.9,,10.73,10.01,9.81,23.71,
,,NGC1311,,,G,Galaxy,3,20.11666667,+,52,11.13333333,Horologium,3.2,0.78,37,13.35,12.93,12.2,11,10.92,23.41,
,,NGC4218,,,G,Galaxy,12,15.76666667,+,48,7.85,Canes Venatici,0.96,0.62,135,13.2,,11.83,11.07,10.86,22.04,
,,NGC789,,,G,Galaxy,2,2.433333333,+,32,4.335,Triangulum,0.69,0.48,4,14,,11.54,10.88,10.56,21.65,
,,NGC1314,,,G,Galaxy,3,22.68333333,+,4,11.2,Eridanus,1.47,1.3,51,13.4,,11.94,11.44,10.62,24.26,
,,NGC4219A,,,G,Galaxy,12,18,+,43,32.4,Centaurus,1.29,0.56,31,14.42,,11.21,10.47,10.1,23.35,
,,NGC792,,,G,Galaxy,2,2.25,+,15,42.73166667,Aries,1.27,0.67,130,14.6,,11.29,10.57,10.32,23.84,The 2MASS position is 17.5 arcsec northwest of the optical nucleus.
,,NGC1315,,,G,Galaxy,3,23.11666667,+,21,22.51666667,Eridanus,1.62,1.35,161,13.46,,10.61,9.85,9.73,23.4,
,,NGC4232,,,G,Galaxy,12,16.81666667,+,47,26.32833333,Canes Venatici,1.23,0.54,152,14.43,,11.57,10.8,10.78,23.2,
,,NGC796,,,OCl,Open Cluster,1,56.73333333,+,74,13.2,Hydrus,1.2,1.1,110,,,,,,,In the Small Magellanic Cloud.
,,NGC1316,,Fornax A,G,Galaxy,3,22.7,+,37,12.5,Fornax,13.46,7.71,50,9.15,8.53,6.45,5.87,5.59,23.77,
,,NGC4236,,,G,Galaxy,12,16.7,+,69,27.755,Draco,23.5,6.85,161,10.58,10.08,9.91,9.17,9.01,24.58,
,,NGC797 NED01,,,G,Galaxy,2,3.416666667,+,38,6.733333333,Andromeda,0.48,0.33,135,16.26,,12.73,12.18,12.07,23.64,
,,NGC1316C,,,G,Galaxy,3,24.96666667,+,37,0.5666666667,Fornax,1.47,0.64,84,14.36,,11.84,11.16,10.92,23.79,
,,NGC4240,,,G,Galaxy,12,17.4,+,9,57.1,Virgo,1.47,1.28,90,14,,10.26,9.59,9.36,23.97,
,,NGC801,,,G,Galaxy,2,3.75,+,38,15.52333333,Andromeda,2.76,0.59,151,14.23,13.47,10.59,9.87,9.51,23.65,
,,NGC1319,,,G,Galaxy,3,23.93333333,+,21,31.66666667,Eridanus,1.46,0.71,29,13.88,,11.01,10.33,10.09,23.45,
,,NGC4244,,,G,Galaxy,12,17.5,+,37,48.42666667,Canes Venatici,16.22,7.24,45,10.71,,8.56,7.98,7.72,24.57,
,,NGC802,,,G,Galaxy,1,59.1,+,67,52.21666667,Hydrus,0.9,0.59,153,14.17,,12.04,11.46,11.35,22.62,
,,NGC1320,,,G,Galaxy,3,24.81666667,+,3,2.533333333,Eridanus,1.86,0.68,137,14,14,10.4,9.72,9.36,23.01,
,,NGC4247,,,G,Galaxy,12,17.96666667,+,7,16.43666667,Virgo,0.99,0.84,43,14.7,,11.67,10.91,10.5,23.38,
,,NGC808,,,G,Galaxy,2,3.95,+,23,18.7,Cetus,1.31,0.62,12,14.12,,11.18,10.46,10.13,22.91,
,,NGC1325,,,G,Galaxy,3,24.43333333,+,21,32.65,Eridanus,4.32,1.5,53,12.28,11.55,9.49,8.91,8.63,23.36,
,,NGC4249,,,G,Galaxy,12,17.98333333,+,5,35.915,Virgo,0.86,0.84,100,14.8,,11.87,11.1,10.97,22.89,
,,NGC810 NED01,,,G,Galaxy,2,5.483333333,+,13,15.07333333,Aries,1.4,0.88,31,15.4,,10.64,9.87,9.57,24.42,
,IC324,NGC1331,,,G,Galaxy,3,26.46666667,+,21,21.31666667,Eridanus,0.92,0.79,11,14.25,,11.54,10.9,10.76,22.97,
,,NGC4254,M99,"Coma Pinwheel,Virgo Cluster Pinwheel",G,Galaxy,12,18.83333333,+,14,24.99,Coma Berenices,5.04,4.74,23,10.44,9.87,7.89,7.25,6.93,22.6,
,,NGC814,,,G,Galaxy,2,10.63333333,+,15,46.41666667,Cetus,1.32,0.59,7,14,,12.07,11.35,11.18,24.01,
,,NGC1335,,,G,Galaxy,3,30.31666667,+,41,34.365,Perseus,0.9,0.5,168,15.7,,10.98,10.22,9.85,23.96,
,,NGC4261,,,G,Galaxy,12,19.38333333,+,5,49.51333333,Virgo,4.25,3.35,160,13.92,12.87,8.2,7.51,7.26,23.18,Additional radio sources may contribute to the WMAP flux.
,,NGC815 NED01,,,G,Galaxy,2,10.65,+,15,48.75,Cetus,,,,,,,,,,Diameter includes companions or long extensions.
,,NGC1339,,,G,Galaxy,3,28.11666667,+,32,17.16666667,Fornax,2.01,1.47,172,12.63,,9.59,8.95,8.69,22.89,
,,NGC4262,,,G,Galaxy,12,19.51666667,+,14,52.66,Coma Berenices,1.74,1.52,145,12.49,11.55,9.29,8.6,8.36,22.35,
,,NGC817,,,G,Galaxy,2,7.566666667,+,17,12.15833333,Aries,0.89,0.4,29,13.9,,12.08,11.42,11.19,22.63,
,,NGC1342,,,OCl,Open Cluster,3,31.66666667,+,37,22.76333333,Perseus,6.3,,,7.35,6.7,,,,,
,,NGC4264,,,G,Galaxy,12,19.6,+,5,50.805,Virgo,0.86,0.67,110,13.9,,10.75,10.12,9.88,22.06,
,,NGC819,,,G,Galaxy,2,8.566666667,+,29,14.04166667,Triangulum,0.6,0.45,5,14.1,,11.69,11.04,10.71,21.49,
,,NGC1344,,,Dup,Galaxy,3,28.33333333,+,31,4.083333333,Fornax,,,,,,,,,,
,,NGC4268,,,G,Galaxy,12,19.78333333,+,5,17.02666667,Virgo,1.51,0.64,47,13.9,,10.43,9.71,9.47,23.1,
,,NGC821,,,G,Galaxy,2,8.35,+,10,59.695,Aries,2.45,2.1,26,12.21,11.31,8.8,8.14,7.9,22.58,
,,NGC1345,,,G,Galaxy,3,29.53333333,+,17,46.7,Eridanus,1.34,1.1,30,13.67,,11.83,11.18,11.14,23.54,
,,NGC4271,,,G,Galaxy,12,19.55,+,56,44.195,Ursa Major,1.77,1.36,59,13.7,,10.46,9.78,9.51,23.61,
,,NGC824,,,G,Galaxy,2,6.883333333,+,36,27.18333333,Fornax,1.49,0.38,28,14.14,,11.49,10.76,10.4,22.71,
,,NGC1347,,,GPair,Galaxy Pair,3,29.7,+,22,17.1,Eridanus,1.8,,,,,,,,,
,,NGC4273,,,G,Galaxy,12,19.93333333,+,5,20.6,Virgo,2.19,1.95,11,12.3,,10.03,9.44,9.11,22.66,
,,NGC825,,,G,Galaxy,2,8.533333333,+,6,19.42333333,Cetus,2.06,0.66,52,14.5,,10.82,10.07,9.82,24.2,
,,NGC1350,,,G,Galaxy,3,31.13333333,+,33,37.71666667,Fornax,5.18,2.6,11,11.2,10.52,8.27,7.63,7.4,23.06,
,,NGC4278,,,G,Galaxy,12,20.11666667,+,29,16.845,Coma Berenices,2.89,2.83,35,11.09,10.16,8.09,7.42,7.18,22.22,
,,NGC827,,,G,Galaxy,2,8.933333333,+,7,58.28833333,Cetus,2.2,1.14,84,14,,10.83,10.03,9.73,23.89,
,,NGC1351A,,,G,Galaxy,3,28.81666667,+,35,10.68333333,Fornax,2.49,0.65,129,14.21,,11.66,10.93,10.66,23.5,The APM position is southeast of the center of the galaxy.
,,NGC4282,,,G,Galaxy,12,20.4,+,5,34.37,Virgo,0.88,0.56,100,14.7,,11.58,10.89,10.69,22.96,
,,NGC832,,,**,Double star,2,11.01666667,+,35,32.475,Triangulum,,,,,,,,,,
,,NGC1352,,,G,Galaxy,3,31.55,+,19,16.7,Eridanus,1.15,0.75,128,14.16,,11.51,10.9,10.61,23.32,
,,NGC4283,,,G,Galaxy,12,20.35,+,29,18.65666667,Coma Berenices,1.23,1.13,140,13,12.07,10.01,9.34,9.13,22.32,
,,NGC837,,,G,Galaxy,2,10.26666667,+,22,25.88333333,Cetus,0.99,0.39,13,14.84,,12.07,11.35,11.16,22.94,
,,NGC1353,,,G,Galaxy,3,32.05,+,20,49.15,Eridanus,3.64,1.47,138,12.19,11.35,9.08,8.37,8.11,23.25,
,,NGC4288A,,,G,Galaxy,12,20.68333333,+,46,15.32666667,Canes Venatici,0.72,0.64,155,15,,13.09,12.29,11.99,23.73,
,,NGC838,,,G,Galaxy,2,9.65,+,10,8.8,Cetus,1.34,0.97,77,13.72,,10.82,10.11,9.74,22.88,
,,NGC1359,,,G,Galaxy,3,33.8,+,19,29.51666667,Eridanus,1.46,1.21,109,12.61,,11.85,11.24,11.17,22.11,
,,NGC4289,,,G,Galaxy,12,21.03333333,+,3,43.32833333,Virgo,4.26,0.46,1,15,,11.13,10.26,9.89,24.44,
,,NGC849,,,G,Galaxy,2,10.18333333,+,22,19.38333333,Cetus,0.59,0.44,104,15.32,,12.2,11.54,11.35,23.03,
,,NGC1361,,,G,Galaxy,3,34.3,+,6,15.9,Eridanus,1.24,0.84,44,13.78,,11.18,10.44,10.36,23.77,MCG misidentifies this as NGC 1369.
,,NGC4290,,,G,Galaxy,12,20.8,+,58,5.55,Ursa Major,2.19,1.47,70,12.8,,10.26,9.59,9.3,23.07,
,,NGC851,,,G,Galaxy,2,11.2,+,3,46.78166667,Cetus,1.14,0.66,135,14.7,,11.87,11.21,11.04,23.62,
,,NGC1362,,,G,Galaxy,3,33.88333333,+,20,16.96666667,Eridanus,1.3,1.17,20,13.53,,11.03,10.41,10.22,23.1,Star (or compact companion?) superposed 10 arcsec south of the nucleus.
,,NGC4291,,,G,Galaxy,12,20.3,+,75,22.25,Draco,1.93,1.62,108,17,,9.37,8.65,8.42,22.68,
,,NGC854,,,G,Galaxy,2,11.51666667,+,35,50.1,Fornax,2,0.72,2,13.85,,11.09,10.39,10.19,23.18,
,,NGC1364,,,G,Galaxy,3,34.98333333,+,9,50.31666667,Eridanus,0.57,0.51,127,15.43,,13.24,12.61,12.46,22.78,
,,NGC4296,,,G,Galaxy,12,21.46666667,+,6,39.21333333,Virgo,1.44,0.79,16,14,,10.64,9.97,9.74,23.99,
,,NGC857,,,G,Galaxy,2,12.61666667,+,31,56.68333333,Fornax,1.58,1.34,89,13.45,,10.39,9.78,9.51,23.23,
,,NGC1365,,,G,Galaxy,3,33.6,+,36,8.416666667,Fornax,12.02,6.14,20,10.08,9.63,7.36,6.74,6.37,24.01,Extended HIPASS source
,,NGC4300,,,G,Galaxy,12,21.68333333,+,5,23.08833333,Virgo,1.79,0.72,40,13.9,,10.44,9.78,9.53,22.97,
,,NGC861,,,G,Galaxy,2,15.85,+,35,54.815,Triangulum,1.48,0.42,36,14.8,,11.5,10.71,10.47,23.48,
,,NGC1366,,,G,Galaxy,3,33.9,+,31,11.65,Fornax,2.05,0.94,4,12.94,,9.91,9.21,9.01,23.04,
,,NGC4301,,,G,Galaxy,12,22.45,+,4,33.97666667,Virgo,1.14,1.09,15,13.4,12.99,12.14,11.94,11.2,22.51,
,,NGC862,,,G,Galaxy,2,13.05,+,42,2.016666667,Phoenix,1.04,0.97,70,13.86,,10.77,10.12,9.8,22.8,
,,NGC1368,,,G,Galaxy,3,34.98333333,+,15,39.35,Eridanus,1.15,0.49,119,15,,11.69,10.91,10.7,24.11,
